MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22
0.1465779179081775,-0.7805020473657955,-1.581768521344236,-1.529944361753402,1.1686655248528335,1.3523273332051138,0.5971187255092372,-1.2871896233854085,-1.6723332309783152,0.5403899150635196,1.6293941972730799,-0.7629111474673032,-1.485896907517168,0.7966267840521846,1.2659560846512503,-0.5510813187279314,-1.4272914039156277,-1.007678174518025,0.48347698915236675,1.177905476415458,1.0239394427378772,-0.5956988303936032
0.1465779179081775,-0.6954392888129068,-1.5566795575182448,-1.1076338945384567,1.3006221360632735,1.4153591439672226,0.3630965612258597,-1.9098529188546756,-1.8766117277943641,0.9039608104450074,2.0700441554527678,-0.8871782558210407,-1.9591782677081777,0.4067425774808918,1.4129034083304053,-0.2505240083290471,-1.3014120835485579,-0.7584901345159681,0.17168127746097975,0.7792388871799798,0.5656565369368939,-0.4740355400795767
0.1465779179081775,-0.7833341843891733,-1.4959527201101075,-0.9909725105477033,0.9155359756720831,0.7634979641718206,0.0589919614255595,-2.079763508250031,-1.940639149202947,1.3890907164040445,2.0438431396490744,-0.7449942674986122,-1.8772027100288837,0.5903738942955989,1.6475362548045795,0.34588335150712285,-1.0096059173815057,-0.3699572762760531,-0.20896166787143652,0.2990298259142098,0.7776436128310354,-0.08429745237067322
0.1465779179081775,-0.453678174306407,-0.7295371504475687,-0.7270958014766181,1.505993214093112,2.1848676331137913,0.09859170338239148,-1.6679902537137266,-1.2647992374827315,1.6868083523568274,2.050345090307559,-1.3183722864174423,-2.262480605078679,0.18147845479307168,1.07758578725179,-0.7696430828250939,-1.6276475234122663,-2.18102643381132,-0.9816384220868071,-0.016165253858933585,-0.7047804248675562,-0.5153650296674134
0.1465779179081775,-1.0783430545889277,-1.4404411796569567,-0.867224972568616,1.2529983168776937,1.2558189688367483,0.048313268410330845,-2.279164351155249,-1.6811165531577013,1.6557976778548051,2.400578570643888,-0.9240091585203766,-2.1727587152739973,0.5028230458650411,1.710511222697284,0.1732623248997795,-0.9965174089898116,-0.7179362677550897,-0.47342626023510126,0.2325321884867794,0.8972121147928573,-0.06743046199223014
0.1465779179081775,-1.0239754228280973,-1.3078571674800186,-0.5994524509840031,1.336658198246642,1.2427366645141382,0.1388847866058989,-1.8349782164308832,-1.4309219773380781,1.7417077248369097,2.2783278858898965,-1.140582106328699,-2.1563171646796957,0.33920195165529016,1.5052298975624512,0.10991778764625584,-1.2254477441636036,-1.6269210147330633,-1.4781198651438563,-0.1945903956268489,0.5075168409577653,-0.18362074312507012
0.1465779179081775,-1.3808579089724742,-1.416648450105542,-0.7969717836729032,1.557317887742753,0.6736012972511768,-0.23495694342095375,-2.1663168460841034,-1.6499271224913108,1.2906483345331703,2.013118555752458,-0.9216404888292576,-1.8725833407502221,0.4348320891204156,1.6986256705180476,0.19007510648279513,-0.9801143916950654,-0.7423984450256955,-0.4421848899612587,0.4684652610932228,0.35634718762300577,-0.35263594152475475
0.1465779179081775,-0.8162045126246602,-1.3088149981028991,-1.0094476718544225,0.9371894398578653,0.641773129879859,0.04194051221550018,-1.5732461451293502,-1.6016919733508446,1.0745806520383323,2.0337764175602784,-0.6867861594230239,-1.9429348915104632,0.19821355308536381,1.5245535003324564,0.2801527757939434,-1.0479005681936795,-0.6606400308329565,-0.08677906077224978,0.327323013631627,0.4124003487305209,-0.5359020392346892
0.1465779179081775,-0.2390143635805183,-1.0756646267534888,-0.4382509077524349,1.5880053239043828,1.449443673853354,0.5810584242886476,-1.4906999489550603,-1.5981937273591909,1.1895664081010457,2.064550572078649,-1.0659882946142984,-2.0949440654938094,-0.03764408275865106,0.8857590996905328,-0.6190537094104717,-1.5169102643996668,-1.4205908549554909,-1.3019074196712928,-0.6932177578920947,-0.5006594297847697,-0.6907642538091218
0.1465779179081775,-0.9285592531361394,-1.5880274067290983,-0.8074159343469135,1.4589704882482064,1.7426281666053922,0.1598033255998786,-2.526431158612526,-1.963448515320174,1.6715371903110738,2.588595356402031,-0.8619073815175918,-2.317340628116386,0.537178502887282,1.8028946493002065,0.09486011736480719,-1.0123734419630692,-0.711965480615549,-0.7495075924401542,0.1404859625303663,0.6655922052120975,0.003707359038622136
